author,updated_at,like_count,text,public
@ahmedali-jq8cz,2023-08-08T22:10:43Z,0,"لاحظت ساعة ١:٠٠ ص ١ ثواني بالليل يوم الأربعاء ٩ أغسطس 2023/08/09
يمكن
ساعة 10:00 م ١ ثواني ثواني بالليل يوم الثلاثاء 
أو 11:00 أو 9:00 أو 8:00 
٨ أغسطس 2023/08/08",True
@johnmullens2857,2023-08-08T20:23:01Z,0,This one is DISTURBINGLY shitty🤮🤮,True
@kayonesoft,2023-08-08T16:47:41Z,1,I’m still waiting for the full movie to be released. I only received half a movie.,True
@ThomasakaDes,2023-08-08T15:22:57Z,1,"Lego Spider-man 😂
And loved the scene with the Asian woman from Venom.",True
@me-myself-i787,2023-08-08T12:56:43Z,0,"I think the First Look was a better trailer. This one gave away too many scenes from the movie whilst making it seem gimmicky. ""We are supposed to be the good guys."" ""We are.""",True
@stevedawson6979,2023-08-07T21:47:02Z,0,Just remember Spider man is white. Stay true to the traditions and culture of Spiderman. Spiderman is Caucasian.,True
@user-pj2uh2fm6r,2023-08-07T17:42:10Z,2,I just love the way that they use the color and how entertaining and really fun it is,True
@peggyself-pb8kr,2023-08-06T16:58:30Z,0,brendonself can't too,True
@samjones9880,2023-08-06T07:50:54Z,0,Looks a load of crap ..dont know why they have made a black spider man or boy come on really its just to make it look like they doing more things for black ppl all super hero's should be kept the same as they have always been ..and what does gwen see in him cos he ugly lol ..just looks crap,True
@WhatTisLife,2023-08-05T04:09:21Z,0,"I liked the movie, but i didnt care for the first half. I got kinda bored until he snuck through the portal thing with gwen",True
@frooskapoo3135,2023-08-04T18:46:01Z,0,Yooo this nfs unbound update is sick!,True
@evansfamily5,2023-08-04T16:00:19Z,0,Miles is my favorite  character ❤❤❤,True
@daledadoy3481,2023-08-01T22:26:47Z,0,spiders,True
@mufdvrcheech,2023-08-01T19:15:07Z,0,Black Spiderman? I'm good.,True
@MarcoPolo-YogurtSlinger,2023-08-01T18:03:35Z,1,"This is unironically the best thing marvel has ever done, AND THEY DIDN'T EVEN MAKE IT!",True
@adamatif288,2023-08-01T12:40:08Z,3,Such a fire movie. Can't wait til the third one comes out.,True
@carterfransico,2023-07-30T17:42:44Z,0,I watched the movie in the theaters at June 11,True
